GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
99,1537,945,62,218,1266,3,193,20,7.6
95,1540,945,63,219,1326,3,202,21,7.6
76,1572,945,62,180,1401,3,130,26,7.6
77,1581,945,63,196,1470,3,128,22,7.6
75,1577,945,63,206,1493,3,131,24,7.6
74,1588,945,63,203,1524,3,127,24,7.6
86,1575,945,64,219,1535,3,171,22,7.6
83,1576,945,64,220,1540,3,185,21,7.6
85,1569,945,63,218,1561,3,186,22,7.6
95,1568,945,64,219,1572,3,184,22,7.6
93,1560,945,64,219,1572,3,194,24,7.6
90,1557,945,64,219,1575,3,197,22,7.6
83,1569,945,64,217,1573,3,192,23,7.6
97,1560,945,63,221,1575,3,192,24,7.6
85,1565,945,64,219,1573,3,192,23,7.6
94,1553,945,63,220,1575,3,196,23,7.6
97,1562,945,64,220,1572,3,192,22,7.6
85,1570,945,64,217,1573,3,192,22,7.6
87,1561,945,64,219,1573,3,195,23,7.6
90,1553,945,64,219,1575,3,196,22,7.6
91,1573,945,64,219,1545,3,187,23,7.6
83,1577,945,65,218,1515,3,182,24,7.6
76,1575,945,64,213,1474,3,181,23,7.6
81,1581,945,64,218,1440,3,180,22,7.6
81,1576,945,65,219,1428,3,178,22,7.6
84,1579,945,64,218,1426,3,172,24,7.6
79,1588,945,64,212,1432,3,173,23,7.6
87,1587,945,65,219,1432,3,170,22,7.6
78,1585,945,65,216,1430,3,167,24,7.6
84,1585,945,65,218,1432,3,171,23,7.6
86,1579,945,65,219,1430,3,172,22,7.6
77,1585,945,65,212,1430,3,171,23,7.6
84,1589,945,65,218,1430,3,168,24,7.6
81,1581,945,66,214,1418,3,168,23,7.6
90,1575,945,66,218,1395,3,173,24,7.6
93,1560,945,66,219,1420,3,188,22,7.6
81,1560,945,66,215,1428,3,193,22,7.6
85,1563,945,66,218,1462,3,187,22,7.6
87,1564,945,67,219,1464,3,186,25,7.6
92,1561,945,66,219,1464,3,190,23,7.6
79,1561,945,67,217,1464,3,188,23,7.6
85,1571,945,66,218,1438,3,183,22,7.6
88,1569,945,66,219,1412,3,180,22,7.6
81,1569,945,67,215,1384,3,182,21,7.6
78,1568,945,67,213,1352,3,184,23,7.6
83,1566,945,67,219,1319,3,178,20,7.6
86,1563,945,67,218,1280,3,181,21,7.6
80,1570,945,67,216,1271,3,181,21,7.6
72,1574,945,66,216,1271,3,184,24,7.6
89,1573,945,67,219,1301,3,183,21,7.6
89,1565,945,67,218,1326,3,190,20,7.6
92,1556,945,68,220,1359,3,199,22,7.6
72,1589,945,67,198,1384,3,180,24,7.6
79,1575,945,69,203,1384,3,165,23,7.6
78,1588,945,69,203,1357,3,184,22,7.6
77,1588,945,67,213,1311,3,183,23,7.6
79,1586,945,67,203,1262,3,184,22,7.6
99,1535,945,69,220,1236,3,246,22,7.6
96,1529,945,69,219,1293,3,267,23,7.6
97,1531,945,69,220,1432,3,270,19,7.6
99,1532,945,69,219,1575,3,266,22,7.6
99,1527,945,69,220,1685,3,270,22,7.6
74,1550,945,67,155,1713,3,180,22,7.6
69,1552,945,67,198,1718,3,150,22,7.6
75,1542,945,66,176,1669,3,153,21,7.6
65,1559,945,66,152,1607,3,154,21,7.6
74,1569,945,66,197,1545,3,156,22,7.6
76,1585,945,66,211,1487,3,181,23,7.6
83,1586,945,66,209,1442,3,192,22,7.6
82,1588,945,67,216,1432,3,191,22,7.6
79,1583,945,68,220,1432,3,196,22,7.6
89,1578,945,67,220,1432,3,207,23,7.6
99,1536,945,67,219,1440,3,221,21,7.6
99,1532,945,67,221,1474,3,227,23,7.6
99,1532,945,67,219,1524,3,229,22,7.6
100,1531,945,68,220,1565,3,229,21,7.6
99,1531,945,68,220,1575,3,229,23,7.6
67,1551,800,66,209,1573,3,172,22,7.6
62,1561,945,66,194,1540,3,155,23,7.6
68,1484,945,64,128,1492,3,147,21,7.6
68,1469,945,64,128,1428,3,143,21,7.6
63,1389,500,63,101,1363,3,142,21,7.6
98,1500,945,66,220,1285,3,199,21,7.6
99,1542,945,66,219,1241,3,222,22,7.6
81,1539,945,67,215,1263,3,226,21,7.6
99,1538,945,67,220,1352,3,227,21,7.6
99,1536,945,67,219,1464,3,227,21,7.6
97,1497,945,67,191,1575,3,261,21,7.6
97,1526,945,67,219,1653,3,277,19,7.6
99,1527,945,68,221,1701,3,277,21,7.6
98,1529,945,67,220,1727,3,277,19,7.6
98,1532,945,67,221,1744,3,273,23,7.6
99,1531,945,67,221,1747,3,231,20,7.6
97,1529,945,66,220,1747,3,221,20,7.6
99,1528,945,66,220,1718,3,223,20,7.6
99,1528,945,66,221,1699,3,222,22,7.6
100,1528,945,66,219,1666,3,223,18,7.6
94,1535,945,66,220,1627,3,226,20,7.6
99,1536,945,66,219,1585,3,227,23,7.6
99,1534,945,66,221,1529,3,228,20,7.6
99,1534,945,65,221,1468,3,227,21,7.6
99,1534,945,66,219,1414,3,228,21,7.6
99,1543,945,67,220,1364,3,243,22,7.4
99,1538,945,67,220,1359,3,246,24,7.3
99,1538,945,67,218,1382,3,246,23,7.3
99,1542,945,68,220,1416,3,247,19,7.3
75,1507,945,67,217,1458,3,194,23,7.3
84,1572,945,67,219,1440,3,207,22,7.3
75,1575,945,67,217,1407,3,206,20,7.3
76,1573,945,67,214,1370,3,202,22,7.3
91,1572,945,68,220,1335,3,207,20,7.3
100,1529,945,67,219,1311,3,190,20,7.3
98,1526,945,68,221,1282,3,177,21,7.3
67,1573,945,67,209,1276,3,129,23,7.3
68,1586,945,67,212,1219,3,112,26,7.3
65,1584,500,67,205,1158,3,107,23,7.3
76,1590,945,67,205,1096,3,108,26,7.3
70,1586,945,68,205,1056,3,109,25,7.3
82,1582,945,68,209,1048,3,108,23,7.3
80,1572,945,68,206,1073,3,104,24,7.3
68,1572,945,68,188,1082,3,104,25,7.3
73,1538,945,68,155,1079,3,103,27,7.3
68,1574,945,69,198,1093,3,105,23,7.3
64,1585,945,69,202,1118,3,106,25,7.3
72,1563,945,69,199,1177,3,105,25,7.3
72,1571,945,69,170,1245,3,104,25,7.3
66,1562,945,69,181,1293,3,104,22,7.3
60,1551,800,68,162,1311,3,102,23,7.3
70,1544,945,68,162,1293,3,101,25,7.3
52,1560,945,68,164,1241,3,101,25,7.3
65,1547,500,67,166,1172,3,101,24,7.3
69,1563,945,69,193,1104,3,101,26,7.3
71,1559,945,69,179,1038,3,101,28,7.3
71,1455,945,67,136,994,3,94,24,7.3
69,1446,945,66,132,988,3,94,26,7.3
64,1473,945,67,146,988,3,94,24,7.3
81,1458,945,68,129,988,3,94,24,7.3
68,1431,945,67,125,988,3,92,24,7.3
79,1420,945,69,122,988,3,92,25,7.3
79,1422,945,70,129,988,3,92,25,7.3
64,1423,945,70,135,988,3,90,24,7.3
73,1371,945,70,115,1095,3,89,23,7.3
69,1335,500,69,100,1302,3,87,25,7.4
74,1317,945,69,102,1405,3,86,24,7.4
74,1329,945,68,102,1410,3,87,24,7.4
59,1311,945,67,99,1371,3,85,23,7.4
69,1280,945,66,94,1318,3,84,24,7.4
65,1281,945,65,90,1251,3,84,24,7.4
61,1236,945,65,90,1180,3,82,25,7.4
71,1461,945,67,191,1110,3,84,27,7.4
76,1539,945,68,162,1093,3,88,24,7.4
61,1162,800,65,67,1140,3,85,25,7.4
59,1117,800,64,64,1113,3,89,22,7.4
71,1114,800,63,65,1057,3,91,23,7.4
70,1105,800,63,64,1009,3,91,23,7.4
65,1195,945,63,86,975,3,99,25,7.4
69,1232,800,63,83,975,3,122,23,7.4
68,1249,800,63,88,975,3,109,23,7.4
70,1443,945,65,147,975,3,106,25,7.4
65,1378,800,65,90,975,3,113,23,7.4
62,1200,800,65,79,975,3,113,23,7.4
57,1114,800,64,68,975,3,109,25,7.4
74,1113,800,64,69,975,3,111,24,7.4
73,1116,800,65,70,975,3,115,24,7.4
69,1233,945,67,93,975,3,122,23,7.4
73,1334,945,67,99,975,3,128,26,7.4
68,1388,945,68,123,975,3,135,23,7.4
73,1529,945,71,187,975,3,138,24,7.4
73,1368,945,69,100,1203,3,129,23,7.4
76,1242,800,68,78,1418,3,124,26,7.4
66,1203,945,67,84,1522,3,121,25,7.4
75,1245,945,66,89,1507,3,122,23,7.4
79,1536,945,69,216,1450,3,148,23,7.4
80,1582,945,69,212,1468,3,164,22,7.4
59,1388,945,66,103,1617,3,140,24,7.4
72,1249,800,64,78,1677,3,109,26,7.4
56,1363,800,64,102,1658,3,109,23,7.4
75,1571,945,67,209,1602,3,130,24,7.4
73,1570,945,66,198,1580,3,148,25,7.4
69,1337,500,63,100,1607,3,132,27,7.4
79,1362,945,63,119,1582,3,128,24,7.4
76,1405,945,64,115,1527,3,131,27,7.4
79,1582,945,64,216,1456,3,154,25,7.4
79,1567,500,66,214,1454,3,188,29,7.4
70,1371,800,62,93,1496,3,162,26,7.4
63,1195,800,61,72,1522,3,128,23,7.4
69,1117,800,60,65,1479,3,119,23,7.4
75,1109,800,60,64,1414,3,119,23,7.4
71,1109,800,59,64,1352,3,114,23,7.4
76,1124,800,58,66,1277,3,111,25,7.4
72,1434,945,60,139,1205,3,127,23,7.4
81,1305,945,59,101,1163,3,124,24,7.4
68,1519,945,61,189,1162,3,122,24,7.4
66,1348,945,58,100,1213,3,123,27,7.4
72,1559,945,61,192,1233,3,143,24,7.4
71,1590,945,62,200,1290,3,165,23,7.4
66,1188,800,58,74,1364,3,119,24,7.4
67,1186,800,59,76,1338,3,111,27,7.4
73,1130,800,58,65,1271,3,115,24,7.4
79,1249,800,57,84,1199,3,119,25,7.4
65,1311,945,57,96,1140,3,126,23,7.4
64,1506,945,59,172,1074,3,147,25,7.4
81,1596,945,61,213,1084,3,165,25,7.4
75,1275,945,58,80,1145,3,148,23,7.4
58,1437,945,59,130,1184,3,113,23,7.4
55,1547,945,60,185,1198,3,111,26,7.4
73,1446,945,59,103,1253,3,109,24,7.4
73,1147,800,57,66,1304,3,107,23,7.4
74,1247,945,58,94,1259,3,114,25,7.4
71,1539,945,60,193,1190,3,135,27,7.4
76,1593,945,61,208,1175,3,174,23,7.4
88,1573,945,61,218,1232,3,169,22,7.4
98,1545,945,62,220,1302,3,174,22,7.4
64,1590,945,62,204,1377,3,168,25,7.4
75,1478,945,60,122,1446,3,151,24,7.4
72,1437,945,60,115,1462,3,150,22,7.4
65,1361,945,59,110,1460,3,145,23,7.4
75,1442,945,59,121,1418,3,147,27,7.4
72,1535,945,60,155,1354,3,149,24,7.4
67,1505,945,59,138,1279,3,148,23,7.4
71,1564,945,60,170,1212,3,146,25,7.4
67,1420,945,59,126,1177,3,137,26,7.4
79,1460,945,59,129,1118,3,139,23,7.4
61,1448,945,59,141,1055,3,142,24,7.4
71,1571,945,61,199,1007,3,152,26,7.4
95,1562,945,62,219,997,3,202,27,7.4
63,1581,945,62,187,1039,3,202,25,7.4
74,1343,945,59,97,1094,3,129,24,7.4
77,1565,945,63,195,1093,3,125,23,7.4
84,1597,945,63,216,1094,3,139,22,7.4
82,1572,945,63,218,1152,3,180,24,7.4
65,1538,945,63,183,1229,3,168,24,7.4
70,1450,945,61,115,1294,3,144,24,7.4
73,1591,945,63,197,1306,3,145,26,7.4
71,1596,945,64,208,1307,3,159,29,7.4
85,1580,945,64,220,1339,3,177,24,7.4
85,1551,945,64,217,1384,3,218,24,7.4
76,1316,945,61,90,1446,3,161,24,7.4
61,1173,500,60,72,1456,3,130,24,7.4
73,1141,800,59,70,1410,3,125,24,7.4
71,1209,800,58,76,1341,3,126,22,7.4
68,1286,945,59,91,1265,3,128,23,7.4
78,1525,945,61,193,1190,3,137,27,7.4
73,1591,945,62,200,1167,3,160,24,7.4
79,1585,945,62,196,1220,3,134,22,7.4
64,1555,945,61,160,1288,3,137,24,7.4
75,1562,945,62,205,1360,3,149,26,7.4
73,1585,945,63,213,1435,3,173,26,7.4
73,1229,800,59,74,1491,3,134,24,7.4
71,1209,800,58,81,1491,3,114,28,7.4
64,1152,800,57,65,1448,3,117,25,7.4
74,1237,800,57,80,1388,3,119,24,7.4
71,1440,945,58,143,1318,3,129,23,7.4
77,1490,945,59,136,1253,3,151,28,7.4
71,1559,945,60,193,1280,3,156,25,7.4
76,1350,800,58,85,1348,3,148,24,7.4
64,1499,945,59,143,1384,3,116,22,7.4
75,1565,945,61,205,1386,3,113,26,7.4
74,1454,945,59,96,1428,3,112,25,7.4
65,1229,800,57,85,1452,3,112,23,7.4
77,1426,945,58,128,1405,3,126,24,7.4
79,1572,945,59,196,1329,3,146,27,7.4
85,1568,945,60,218,1331,3,184,25,7.4
86,1551,945,61,218,1399,3,187,24,7.4
99,1533,945,61,220,1470,3,183,23,7.4
70,1582,945,61,212,1538,3,177,23,7.4
75,1556,945,62,194,1597,3,158,23,7.4
68,1555,945,61,195,1612,3,157,23,7.5
69,1450,945,59,137,1609,3,151,27,7.5
72,1519,945,59,144,1585,3,154,25,7.5
71,1569,945,60,190,1529,3,151,26,7.5
70,1532,945,60,181,1479,3,149,25,7.5
69,1567,945,60,178,1418,3,149,23,7.5
69,1542,945,59,142,1371,3,146,24,7.5
68,1560,945,60,147,1334,3,149,24,7.5
67,1464,945,59,140,1268,3,146,25,7.5
75,1579,945,61,195,1194,3,149,23,7.5
93,1574,945,61,219,1156,3,192,25,7.5
61,1587,945,61,191,1204,3,194,26,7.5
73,1406,945,59,104,1258,3,135,24,7.5
69,1575,945,61,195,1257,3,128,23,7.5
83,1595,945,62,214,1232,3,141,24,7.5
85,1571,945,62,217,1278,3,177,26,7.5
72,1527,945,61,173,1348,3,162,24,7.5
65,1593,945,62,198,1380,3,153,25,7.5
77,1590,945,62,202,1386,3,156,27,7.5
72,1585,800,63,214,1386,3,160,24,7.5
83,1588,945,63,217,1384,3,169,25,7.5
83,1565,945,63,218,1382,3,202,23,7.5
70,1569,945,63,194,1436,3,186,23,7.5
70,1424,945,61,108,1458,3,146,25,7.5
76,1299,800,60,92,1466,3,143,23,7.5
65,1254,945,59,80,1416,3,134,24,7.5
70,1392,945,59,100,1347,3,134,26,7.5
76,1560,945,61,198,1271,3,136,24,7.5
78,1590,945,62,215,1236,3,154,26,7.5
79,1588,945,62,211,1278,3,150,25,7.5
75,1553,945,61,159,1348,3,140,25,7.5
69,1561,945,62,152,1422,3,147,25,7.5
86,1575,945,63,217,1472,3,171,26,7.5
68,1467,945,61,110,1540,3,161,26,7.5
70,1329,945,60,98,1551,3,125,25,7.5
67,1261,800,58,76,1511,3,123,24,7.5
64,1194,800,58,74,1450,3,121,23,7.5
71,1356,945,59,164,1380,3,121,27,7.5
72,1587,945,60,207,1308,3,158,25,7.5
85,1592,945,62,205,1319,3,171,24,7.5
66,1590,945,61,196,1380,3,178,24,7.5
61,1427,500,59,135,1434,3,117,26,7.5
78,1528,945,60,199,1414,3,113,23,7.5
56,1525,945,60,146,1408,3,114,22,7.5
76,1195,800,57,71,1410,3,108,24,7.5
64,1341,945,58,98,1350,3,122,25,7.5
78,1560,945,60,190,1291,3,136,25,7.5
93,1563,945,61,218,1265,3,183,23,7.5
97,1564,945,61,220,1322,3,184,22,7.5
99,1540,945,62,221,1389,3,181,21,7.5
85,1569,945,62,217,1458,3,188,24,7.5
70,1587,945,62,199,1524,3,168,24,7.5
63,1579,945,62,193,1565,3,163,23,7.5
68,1520,945,60,148,1573,3,157,23,7.5
69,1515,945,60,149,1556,3,152,27,7.5
77,1581,945,61,200,1520,3,160,24,7.5
74,1589,945,61,196,1481,3,158,24,7.5
69,1595,945,62,194,1472,3,160,22,7.5
58,1591,945,62,168,1468,3,151,24,7.5
75,1588,945,62,203,1444,3,150,25,7.5
54,1587,945,62,189,1403,3,152,24,7.5
73,1583,945,62,207,1340,3,156,29,7.5
98,1561,945,63,219,1314,3,198,24,7.5
69,1573,945,62,193,1329,3,177,23,7.5
65,1480,945,61,131,1346,3,139,24,7.5
63,1579,945,62,195,1326,3,129,23,7.5
78,1591,945,63,217,1317,3,140,24,7.5
91,1562,945,64,220,1317,3,185,24,7.5
66,1581,945,63,202,1314,3,160,24,7.5
72,1589,945,63,201,1341,3,153,24,7.5
79,1589,945,63,207,1352,3,161,23,7.5
82,1587,945,64,212,1352,3,163,26,7.5
98,1568,945,64,221,1377,3,188,25,7.5
75,1558,945,64,214,1399,3,216,24,7.5
64,1419,945,62,105,1444,3,162,23,7.5
71,1288,945,60,101,1442,3,141,23,7.5
69,1272,945,60,88,1393,3,139,26,7.5
62,1340,945,60,99,1328,3,138,24,7.5
62,1452,945,60,138,1257,3,134,23,7.5
74,1571,945,62,203,1185,3,139,23,7.5
74,1583,945,62,211,1187,3,150,23,7.5
70,1576,945,62,199,1251,3,139,23,7.5
70,1587,945,63,191,1322,3,138,27,7.5
83,1577,945,63,217,1393,3,149,26,7.5
79,1572,945,64,215,1466,3,182,23,7.5
74,1338,945,61,93,1526,3,135,26,7.5
77,1295,945,60,82,1515,3,121,25,7.5
75,1274,945,59,95,1468,3,122,22,7.5
72,1274,945,58,90,1411,3,122,23,7.5
80,1559,945,61,196,1340,3,141,26,7.5
75,1593,945,62,201,1299,3,161,23,7.5
69,1588,945,62,207,1344,3,162,27,7.5
72,1402,945,60,110,1412,3,151,27,7.5
80,1537,945,61,186,1428,3,121,26,7.5
84,1571,945,62,211,1426,3,119,22,7.5
78,1468,945,60,118,1468,3,117,22,7.5
68,1293,500,58,93,1496,3,121,25,7.5
75,1510,945,60,198,1448,3,130,24,7.5
75,1580,945,61,214,1380,3,151,25,7.5
90,1562,945,62,219,1382,3,183,25,7.5
97,1554,945,62,219,1450,3,186,24,7.5
99,1531,945,63,219,1515,3,184,23,7.5
87,1570,945,62,218,1582,3,183,24,7.5
78,1587,945,62,196,1637,3,167,23,7.5
79,1578,945,63,205,1645,3,164,23,7.5
64,1566,945,61,168,1647,3,161,24,7.5
71,1585,945,62,196,1647,3,158,26,7.5
75,1588,945,62,199,1627,3,161,26,7.5
78,1587,945,62,204,1599,3,159,26,7.5
68,1593,945,62,195,1558,3,159,23,7.5
78,1580,945,62,161,1524,3,149,23,7.5
79,1584,945,62,198,1481,3,150,24,7.5
76,1518,945,61,167,1426,3,145,25,7.5
77,1561,945,61,167,1361,3,163,25,7.5
85,1587,945,62,213,1322,3,181,23,7.5
80,1587,945,62,201,1314,3,169,25,7.5
74,1548,945,62,131,1311,3,152,22,7.5
69,1578,945,62,192,1293,3,131,23,7.5
85,1595,945,63,217,1254,3,138,25,7.5
81,1570,945,64,215,1245,3,177,24,7.5
74,1587,945,64,215,1268,3,170,23,7.5
81,1597,945,64,213,1285,3,158,23,7.5
78,1591,945,64,217,1306,3,159,28,7.5
82,1600,945,64,213,1319,3,165,25,7.5
91,1575,945,64,220,1345,3,180,25,7.5
95,1553,945,65,220,1369,3,221,23,7.5
61,1526,945,63,143,1436,3,182,23,7.5
59,1384,945,62,100,1444,3,155,27,7.5
72,1355,945,61,101,1403,3,147,24,7.5
72,1372,945,61,99,1341,3,146,23,7.5
61,1410,945,61,115,1272,3,141,24,7.5
72,1395,945,61,128,1202,3,138,23,7.5
74,1576,945,63,214,1136,3,152,25,7.5
79,1591,945,63,207,1155,3,155,24,7.5
79,1592,945,64,211,1217,3,149,24,7.5
70,1589,945,64,199,1288,3,155,27,7.5
95,1565,945,64,218,1360,3,179,25,7.5
78,1409,945,62,99,1434,3,159,25,7.5
66,1329,945,61,92,1460,3,127,24,7.5
74,1325,800,60,89,1410,3,126,23,7.5
71,1213,800,60,81,1348,3,123,25,7.5
76,1490,945,62,199,1280,3,132,25,7.5
71,1590,945,62,205,1210,3,165,23,7.5
70,1579,945,63,190,1255,3,164,22,7.5
62,1593,945,63,204,1319,3,176,24,7.5
76,1559,945,62,201,1373,3,131,25,7.5
80,1585,945,63,203,1408,3,125,23,7.5
74,1580,945,64,210,1462,3,124,24,7.5
73,1371,945,60,104,1496,3,122,24,7.5
70,1432,945,61,126,1487,3,128,23,7.5
73,1567,945,62,177,1428,3,143,24,7.5
79,1580,945,63,218,1395,3,177,25,7.5
99,1540,945,63,220,1408,3,198,25,7.5
98,1533,945,64,220,1472,3,189,27,7.6
83,1573,945,64,218,1540,3,179,25,7.6
72,1576,945,64,199,1602,3,170,25,7.6
65,1573,945,63,176,1637,3,169,25,7.6
69,1575,945,64,198,1645,3,168,23,7.6
78,1584,945,64,196,1617,3,162,25,7.6
65,1587,945,64,201,1585,3,162,26,7.6
78,1566,945,62,157,1542,3,164,26,7.6
79,1589,945,63,205,1489,3,170,24,7.6
74,1594,945,63,202,1442,3,164,26,7.6
71,1585,945,63,201,1397,3,160,25,7.6
75,1595,945,64,198,1336,3,160,25,7.6
69,1591,945,64,207,1268,3,162,24,7.6
82,1579,945,64,217,1207,3,175,27,7.6
80,1586,945,65,220,1192,3,177,24,7.6
67,1581,945,64,183,1191,3,159,23,7.6
70,1566,945,63,199,1192,3,130,23,7.6
75,1590,945,65,208,1159,3,132,26,7.6
84,1593,945,65,218,1119,3,148,23,7.6
73,1591,945,65,211,1149,3,163,23,7.6
72,1568,945,65,201,1185,3,149,26,7.6
82,1594,945,66,217,1219,3,160,26,7.6
66,1597,945,65,211,1246,3,165,23,7.6
75,1590,945,66,211,1288,3,162,24,7.6
94,1566,945,66,220,1326,3,193,25,7.6
76,1572,945,67,211,1390,3,218,25,7.6
72,1466,945,64,121,1479,3,163,25,7.6
69,1414,945,63,107,1491,3,155,22,7.6
66,1395,945,63,100,1448,3,150,24,7.6
60,1392,500,63,115,1382,3,142,25,7.6
62,1366,945,62,103,1309,3,134,23,7.6
73,1518,945,63,193,1235,3,138,23,7.6
75,1572,945,64,203,1198,3,157,23,7.6
84,1584,945,65,218,1230,3,140,26,7.6
57,1569,945,64,162,1301,3,146,25,7.6
80,1573,945,65,218,1364,3,160,25,7.6
64,1588,945,65,203,1438,3,170,23,7.6
70,1366,500,63,93,1491,3,131,25,7.6
65,1363,945,61,100,1470,3,126,26,7.6
72,1275,800,61,82,1412,3,126,24,7.6
70,1251,800,60,80,1341,3,118,22,7.6
81,1583,945,63,205,1271,3,155,25,7.6
76,1591,945,65,216,1251,3,169,27,7.6
82,1591,945,64,215,1307,3,172,23,7.6
55,1524,945,63,177,1369,3,143,25,7.6
76,1576,945,64,203,1386,3,126,26,7.6
87,1577,945,64,217,1408,3,123,24,7.6
65,1407,945,62,106,1458,3,122,24,7.6
67,1388,945,61,129,1462,3,126,23,7.6
60,1539,945,62,147,1412,3,134,25,7.6
85,1577,945,64,213,1340,3,156,27,7.6
90,1549,945,64,220,1338,3,190,23,7.6
98,1537,945,64,220,1393,3,182,24,7.6
90,1553,945,64,217,1458,3,179,25,7.6
73,1583,945,65,209,1526,3,171,26,7.6
71,1581,945,64,208,1570,3,166,23,7.6
78,1535,945,63,153,1575,3,160,23,7.6
72,1562,945,64,197,1575,3,158,27,7.6
78,1591,945,64,209,1554,3,160,24,7.6
78,1587,945,64,197,1520,3,162,23,7.6
81,1594,945,64,201,1483,3,160,25,7.6
79,1582,945,64,197,1440,3,157,24,7.6
78,1582,945,64,195,1414,3,152,26,7.6
70,1581,945,64,202,1357,3,155,27,7.6
81,1594,945,64,210,1295,3,159,22,7.6
77,1587,945,65,211,1275,3,167,25,7.6
81,1560,945,64,153,1271,3,162,25,7.6
64,1576,945,64,156,1268,3,154,23,7.6
63,1581,945,64,191,1248,3,133,22,7.6
70,1572,945,65,199,1195,3,126,30,7.9
82,1592,945,65,217,1134,3,150,27,7.9
73,1583,945,64,198,1114,3,163,26,7.9
71,1557,945,64,143,1116,3,150,27,7.9
78,1594,945,65,198,1111,3,152,28,7.9
80,1594,945,65,207,1114,3,155,23,7.9
65,1589,945,66,196,1128,3,160,23,7.9
78,1579,945,66,215,1178,3,178,26,7.9
82,1580,945,66,202,1283,3,186,26,7.9
75,1420,945,64,106,1368,3,160,22,7.9
72,1338,945,63,102,1384,3,147,25,7.9
65,1314,945,63,94,1364,3,147,24,7.9
63,1419,800,63,120,1298,3,151,26,7.9
68,1408,945,62,119,1226,3,145,24,7.9
70,1426,945,63,123,1155,3,140,24,7.9
78,1522,945,64,218,1084,3,137,25,7.9
79,1578,945,65,219,1064,3,160,27,7.9
77,1573,945,65,212,1115,3,147,25,7.9
72,1584,945,65,200,1202,3,137,27,7.9
78,1587,945,65,216,1283,3,155,26,7.9
74,1589,945,66,199,1368,3,168,23,7.9
70,1396,945,64,123,1448,3,136,24,7.9
60,1364,945,63,98,1444,3,129,22,7.9
