GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
66,1228,800,61,77,1386,3,128,26,7.9
63,1313,945,61,97,1321,3,122,26,7.9
76,1572,945,64,207,1248,3,152,24,7.9
77,1589,945,64,208,1222,3,172,23,7.9
78,1587,945,65,218,1280,3,172,27,7.9
79,1552,945,65,197,1357,3,151,28,7.9
78,1577,945,65,208,1430,3,132,23,7.9
87,1579,945,65,219,1500,3,123,24,7.9
72,1457,945,63,136,1563,3,122,25,7.9
66,1410,945,62,139,1580,3,128,23,7.9
72,1560,945,64,200,1533,3,138,22,7.9
72,1577,945,64,212,1485,3,160,26,7.9
97,1545,945,64,219,1472,3,194,27,7.9
96,1547,945,65,220,1511,3,185,22,7.9
83,1538,945,65,216,1570,3,181,27,7.9
89,1569,945,65,219,1632,3,177,25,7.9
67,1580,800,65,199,1645,3,173,23,7.9
76,1588,945,64,204,1648,3,170,25,7.9
69,1582,945,64,198,1647,3,166,24,7.9
76,1593,945,64,209,1648,3,164,26,7.9
67,1583,945,65,203,1622,3,169,24,7.9
74,1593,945,65,207,1585,3,167,24,7.9
79,1593,945,64,200,1529,3,165,23,7.9
77,1592,945,64,198,1485,3,154,26,7.9
74,1579,945,64,194,1424,3,154,25,7.9
69,1586,945,64,202,1370,3,157,24,7.9
84,1583,945,64,218,1298,3,173,25,7.9
84,1563,945,65,217,1280,3,204,24,7.9
66,1589,945,65,206,1271,3,177,26,7.9
74,1510,945,64,153,1269,3,142,25,7.9
66,1575,945,64,190,1213,3,129,24,7.9
76,1590,945,64,207,1157,3,134,23,7.9
78,1571,945,65,217,1117,3,176,25,7.9
69,1583,945,66,195,1137,3,163,24,7.9
79,1598,945,66,202,1175,3,161,27,7.9
81,1589,945,66,218,1235,3,173,25,7.9
79,1588,945,67,208,1322,3,169,27,7.9
85,1568,945,67,217,1391,3,186,26,7.9
97,1542,945,67,219,1483,3,232,26,7.9
69,1573,945,67,190,1577,3,189,22,7.9
66,1441,945,64,117,1609,3,159,22,7.9
72,1360,945,63,101,1609,3,151,26,7.9
71,1424,945,63,118,1559,3,148,24,7.9
69,1434,945,62,130,1500,3,141,23,7.9
67,1480,945,62,143,1434,3,138,23,7.9
87,1574,945,65,217,1375,3,167,24,7.9
90,1542,945,65,218,1382,3,147,27,7.9
86,1570,945,65,219,1444,3,140,23,7.9
71,1517,945,64,144,1513,3,134,26,7.9
80,1560,945,64,198,1535,3,153,25,7.9
72,1581,945,64,194,1540,3,166,22,7.9
74,1387,945,62,111,1518,3,133,27,7.9
67,1391,945,61,103,1460,3,130,24,7.9
68,1244,800,60,78,1393,3,126,25,7.9
73,1368,945,60,118,1326,3,123,24,7.9
56,1588,945,63,197,1257,3,158,23,7.9
79,1585,945,63,204,1257,3,162,26,7.9
77,1589,945,64,215,1314,3,170,24,7.9
75,1530,945,63,190,1371,3,139,23,7.9
70,1583,945,63,205,1399,3,127,24,7.9
74,1570,945,64,217,1434,3,123,23,7.9
73,1380,945,61,99,1487,3,120,25,7.9
64,1389,945,61,129,1496,3,128,25,7.9
77,1556,945,62,195,1442,3,138,23,7.9
63,1575,945,63,207,1379,3,162,24,7.9
99,1536,945,64,220,1384,3,201,24,7.9
92,1543,945,63,219,1444,3,188,27,7.9
96,1547,945,65,219,1511,3,181,23,7.9
82,1580,945,65,216,1580,3,175,24,7.9
76,1564,945,64,170,1609,3,163,23,7.9
69,1558,945,64,169,1637,3,166,25,7.9
78,1550,945,63,174,1619,3,157,25,7.9
79,1590,945,64,202,1561,3,160,25,7.9
79,1583,945,64,200,1492,3,165,25,7.9
81,1593,945,64,212,1426,3,163,25,7.9
82,1595,945,64,206,1373,3,162,25,7.9
73,1589,945,64,196,1340,3,157,23,7.9
72,1590,945,65,204,1313,3,155,25,7.9
78,1595,945,64,206,1282,3,160,25,7.9
86,1586,945,65,218,1247,3,178,24,7.9
85,1581,945,64,211,1262,3,194,24,7.9
69,1578,500,64,198,1285,3,167,29,7.9
66,1422,945,62,130,1307,3,130,25,7.9
76,1556,945,64,193,1277,3,125,23,7.9
63,1587,945,64,202,1213,3,130,22,7.9
91,1572,945,65,219,1159,3,165,24,7.9
65,1577,945,65,208,1167,3,160,24,7.9
83,1585,945,66,213,1198,3,158,28,7.9
74,1582,945,65,216,1226,3,168,25,7.9
86,1587,945,66,211,1301,3,169,25,7.9
91,1576,945,66,217,1404,3,172,25,7.9
95,1548,945,67,219,1506,3,201,24,7.9
77,1580,945,66,207,1619,3,195,24,7.9
63,1500,945,65,146,1674,3,162,23,7.9
72,1372,945,62,105,1661,3,154,25,7.9
65,1458,945,62,113,1607,3,152,22,7.9
62,1417,945,62,102,1545,3,144,23,7.9
68,1424,945,62,140,1485,3,135,24,7.9
79,1572,945,63,211,1418,3,151,27,7.9
77,1577,945,63,216,1395,3,157,22,7.9
72,1587,945,64,210,1450,3,151,26,7.9
77,1591,945,65,207,1520,3,154,23,7.9
81,1575,945,64,218,1559,3,177,23,7.9
61,1423,945,62,109,1573,3,149,24,7.9
69,1378,945,61,126,1561,3,125,25,7.9
55,1262,800,60,81,1500,3,128,27,7.9
56,1257,800,60,91,1434,3,123,24,7.9
78,1506,945,61,169,1370,3,132,25,7.9
77,1592,945,62,195,1304,3,163,25,7.9
80,1583,945,63,202,1334,3,162,23,7.9
64,1516,500,62,142,1403,3,161,23,7.9
75,1577,945,62,198,1468,3,130,26,7.9
78,1574,945,64,214,1522,3,125,25,7.9
67,1568,945,63,188,1590,3,124,22,7.9
73,1333,945,60,96,1629,3,124,23,7.9
74,1449,945,61,179,1592,3,131,26,7.9
71,1579,945,62,206,1529,3,145,25,7.9
82,1555,945,63,219,1476,3,182,24,7.9
96,1556,945,63,219,1522,3,183,25,7.9
99,1539,945,63,219,1587,3,183,23,7.9
83,1572,945,63,217,1653,3,176,26,7.9
67,1583,945,64,208,1696,3,172,27,7.9
78,1591,945,64,209,1713,3,171,24,7.9
71,1568,945,63,198,1715,3,164,24,7.9
78,1593,945,63,200,1699,3,162,23,7.9
79,1568,945,62,208,1669,3,167,26,7.9
75,1593,945,63,205,1635,3,166,24,7.9
79,1591,945,63,208,1592,3,168,26,7.9
64,1590,945,62,196,1545,3,158,25,7.9
59,1588,945,62,193,1494,3,155,25,7.9
70,1590,945,63,200,1434,3,159,25,7.9
72,1563,945,62,191,1375,3,161,25,7.9
75,1586,945,63,212,1328,3,176,23,7.9
75,1582,945,63,206,1316,3,168,24,7.9
67,1531,945,62,130,1313,3,148,23,7.9
59,1554,945,62,176,1260,3,127,23,7.9
71,1549,500,63,194,1185,3,124,22,7.9
69,1577,945,64,215,1120,3,160,26,7.9
81,1576,945,64,216,1108,3,167,26,7.9
68,1559,945,63,160,1111,3,156,26,7.9
76,1589,945,64,201,1112,3,153,28,7.9
67,1586,945,64,202,1110,3,161,26,7.9
82,1580,945,65,217,1110,3,177,27,7.9
86,1560,945,66,217,1154,3,209,24,7.9
75,1568,945,65,168,1239,3,193,22,7.9
73,1421,945,63,105,1301,3,160,27,7.9
75,1415,945,62,115,1277,3,154,24,7.9
66,1455,945,63,148,1216,3,151,23,7.9
78,1431,945,63,120,1141,3,145,23,7.9
71,1472,945,63,146,1071,3,138,26,7.9
76,1578,500,64,214,1024,3,158,22,7.9
89,1566,945,65,218,1026,3,165,24,7.9
78,1586,945,65,214,1082,3,159,25,7.9
79,1577,945,65,208,1181,3,163,24,7.9
92,1566,945,66,218,1293,3,187,26,7.9
62,1452,945,64,118,1434,3,152,24,7.9
67,1440,945,64,137,1489,3,131,23,7.9
72,1297,945,62,92,1456,3,131,26,7.9
71,1268,800,62,90,1388,3,123,24,7.9
85,1556,945,64,216,1318,3,144,27,7.9
71,1592,945,65,206,1258,3,169,23,7.9
80,1592,945,65,214,1296,3,176,23,7.9
66,1534,945,64,146,1362,3,159,26,7.9
77,1576,945,65,202,1416,3,131,25,7.9
84,1580,945,64,217,1428,3,126,23,7.9
69,1485,945,63,105,1483,3,125,22,7.9
66,1319,945,62,97,1502,3,124,23,7.9
67,1540,945,64,195,1458,3,137,26,7.9
83,1586,945,64,214,1410,3,159,24,7.9
99,1543,945,65,219,1395,3,198,26,7.9
98,1535,945,65,220,1442,3,194,23,7.9
90,1538,945,65,219,1509,3,183,22,7.9
66,1572,945,65,213,1563,3,179,23,7.9
71,1583,945,64,198,1575,3,168,23,7.9
67,1576,945,65,200,1575,3,168,24,7.9
75,1583,945,65,199,1577,3,165,27,7.9
80,1587,945,65,205,1559,3,165,25,7.9
62,1584,945,64,195,1529,3,169,25,7.9
79,1590,945,65,211,1483,3,171,22,7.9
83,1591,945,65,216,1442,3,173,23,7.9
77,1588,945,65,202,1403,3,161,24,7.9
76,1589,945,65,197,1348,3,158,25,7.9
72,1587,945,65,199,1285,3,160,24,7.9
76,1588,945,65,217,1219,3,171,24,7.9
93,1566,945,66,218,1195,3,201,23,7.9
73,1578,945,66,203,1212,3,189,24,7.9
78,1512,945,64,162,1229,3,134,23,7.9
69,1558,945,65,177,1198,3,125,24,7.9
90,1580,945,66,219,1136,3,149,23,7.9
79,1569,945,66,198,1125,3,174,24,7.9
76,1590,945,66,209,1177,3,165,26,7.9
81,1582,945,66,215,1283,3,168,25,7.9
78,1587,945,67,213,1397,3,170,24,7.9
81,1580,945,67,219,1496,3,175,24,7.9
97,1554,945,68,218,1587,3,202,24,7.9
81,1557,945,68,217,1666,3,228,23,7.9
72,1542,945,65,150,1710,3,168,23,7.9
68,1432,945,65,124,1699,3,158,26,7.9
78,1523,945,64,142,1666,3,157,23,7.9
72,1407,945,63,109,1612,3,147,23,7.9
63,1394,945,62,99,1556,3,138,23,7.9
77,1421,945,63,167,1491,3,132,26,7.9
71,1589,945,64,205,1420,3,151,24,7.9
83,1589,945,64,218,1412,3,142,25,7.9
63,1536,945,63,129,1462,3,142,26,7.9
80,1580,945,65,218,1500,3,159,26,7.9
59,1591,945,64,197,1531,3,172,23,7.9
60,1487,945,63,134,1552,3,139,23,7.9
69,1367,945,61,104,1507,3,131,26,7.9
68,1248,945,60,83,1442,3,129,22,7.9
67,1318,500,60,99,1379,3,124,24,7.9
78,1581,945,62,205,1306,3,154,27,7.9
87,1593,945,63,213,1272,3,165,25,7.9
80,1588,945,63,211,1321,3,171,24,7.9
81,1515,945,62,145,1391,3,158,22,7.9
76,1588,945,63,202,1448,3,131,24,7.9
84,1583,945,64,219,1513,3,128,24,7.9
74,1431,945,62,111,1580,3,125,23,7.9
71,1300,945,60,112,1585,3,125,27,7.9
66,1524,945,62,171,1529,3,139,27,7.9
77,1577,945,64,212,1466,3,161,23,7.9
90,1549,945,63,219,1438,3,197,22,7.9
99,1536,945,64,220,1479,3,195,26,7.9
75,1545,945,63,215,1540,3,182,23,7.9
83,1575,945,64,214,1604,3,179,25,7.9
70,1538,945,63,156,1661,3,166,24,7.9
66,1569,945,64,181,1677,3,172,22,7.9
79,1580,945,64,191,1653,3,168,25,7.9
82,1588,945,64,210,1622,3,165,25,7.9
72,1592,945,64,215,1580,3,173,24,7.9
82,1587,945,64,217,1547,3,171,24,7.9
78,1593,945,64,211,1513,3,173,26,7.9
66,1590,945,64,203,1494,3,165,24,7.9
72,1573,945,63,177,1470,3,164,24,7.9
75,1584,945,63,199,1430,3,166,22,7.9
83,1584,945,64,213,1390,3,169,27,7.9
80,1571,945,65,216,1361,3,200,23,7.9
80,1575,945,65,214,1355,3,188,26,7.9
66,1534,945,64,187,1352,3,141,24,7.9
73,1565,945,64,199,1306,3,127,22,7.9
77,1579,945,64,213,1239,3,142,24,7.9
76,1585,945,65,213,1198,3,172,24,7.9
76,1586,945,65,208,1192,3,172,23,7.9
84,1591,945,65,214,1222,3,167,24,7.9
72,1597,945,65,212,1243,3,170,25,7.9
82,1584,945,65,207,1286,3,168,23,8
94,1567,945,66,220,1327,3,191,24,8
89,1548,945,67,218,1368,3,226,25,8
67,1575,945,65,193,1428,3,181,22,8
72,1482,945,63,123,1458,3,162,23,8
74,1395,945,63,102,1426,3,155,24,8
74,1420,945,63,116,1363,3,148,25,8
69,1428,945,62,137,1295,3,141,26,8
69,1468,945,63,146,1220,3,135,23,8
86,1572,945,64,216,1163,3,171,24,8
90,1552,945,64,219,1185,3,172,23,8
65,1577,945,65,214,1246,3,162,23,8
79,1583,945,65,218,1331,3,165,24,8
80,1580,945,66,211,1422,3,182,23,8
74,1521,945,64,185,1515,3,147,25,8
66,1444,945,63,133,1533,3,135,27,8
64,1293,945,62,90,1491,3,131,24,8
79,1280,945,61,93,1442,3,125,23,8
76,1566,945,64,209,1373,3,149,25,8
72,1589,945,64,207,1321,3,172,26,8
79,1590,945,65,213,1355,3,172,28,8
75,1500,945,63,138,1410,3,149,23,8
83,1579,945,64,204,1426,3,132,23,8
73,1581,945,65,210,1430,3,125,25,8
75,1574,945,64,200,1456,3,122,23,8
72,1356,945,62,103,1498,3,118,22,8
73,1448,945,62,128,1458,3,124,24,8
71,1544,945,63,187,1395,3,136,26,8
71,1543,945,64,195,1333,3,152,26,8
92,1546,945,64,218,1319,3,188,25,8
95,1541,945,64,219,1369,3,183,25,8
84,1560,945,65,217,1440,3,174,24,8
80,1581,945,66,214,1502,3,173,23,8
75,1581,945,65,197,1556,3,171,26,8
67,1569,945,65,167,1592,3,167,24,8
79,1576,945,64,191,1590,3,162,23,8
73,1589,945,65,198,1580,3,163,24,8
77,1581,945,64,196,1545,3,168,25,8
80,1592,945,64,215,1507,3,168,24,8
73,1593,945,64,201,1470,3,160,24,8
68,1587,945,64,186,1440,3,154,25,8
55,1572,500,64,188,1388,3,152,26,8
68,1594,945,65,202,1333,3,159,25,8
89,1571,945,65,218,1262,3,175,27,8
95,1562,945,65,221,1239,3,206,25,8
75,1576,945,66,207,1237,3,179,24,8
76,1466,945,63,143,1266,3,128,24,8
77,1569,945,64,200,1226,3,125,26,8
83,1592,945,66,212,1171,3,135,25,8
70,1565,945,66,214,1154,3,166,23,8
76,1584,945,65,203,1188,3,163,24,8
85,1583,945,67,216,1251,3,156,27,8
66,1587,945,67,207,1304,3,171,26,8
73,1593,945,67,205,1405,3,164,23,8
77,1586,945,67,215,1481,3,173,25,8
78,1528,945,66,192,1531,3,165,25,8
78,1504,945,65,142,1538,3,170,25,8
73,1491,945,65,141,1513,3,168,27,8
74,1479,945,64,142,1474,3,168,27,8
65,1494,945,64,139,1412,3,169,25,8
67,1381,945,63,112,1336,3,161,22,8
71,1540,945,65,194,1262,3,169,26,8
69,1577,945,66,207,1205,3,189,23,8
81,1583,945,66,212,1212,3,186,25,8
75,1578,945,65,196,1269,3,190,23,8
70,1583,945,65,195,1341,3,189,28,8
73,1558,945,65,199,1390,3,185,26,8
74,1579,945,67,201,1420,3,185,26,8
81,1581,945,66,205,1422,3,188,26,8
79,1583,945,66,203,1426,3,188,26,8
77,1574,945,65,195,1424,3,184,25,8
76,1527,945,64,151,1424,3,176,25,8
99,1507,945,66,221,1424,3,195,21,8
77,1200,800,63,77,1414,3,131,23,8
72,1430,945,64,213,1364,3,156,20,8
85,1554,945,66,219,1298,3,226,25,8
68,1571,945,65,204,1286,3,220,24,8
70,1366,800,62,87,1341,3,167,22,8
80,1504,945,66,218,1347,3,154,22,8
87,1570,945,65,217,1291,3,183,22,8
99,1540,945,66,219,1322,3,165,22,8
100,1532,945,66,219,1384,3,168,21,8
100,1521,945,66,221,1460,3,166,20,8
99,1532,945,67,220,1524,3,198,22,8
79,1543,945,66,203,1602,3,191,23,8
69,1545,945,65,171,1642,3,116,22,8
72,1472,945,65,133,1645,3,122,21,8
99,1531,945,66,220,1597,3,167,21,8
99,1538,945,66,220,1547,3,195,22,8
84,1529,500,66,214,1540,3,183,20,8
100,1523,945,66,218,1561,3,209,22,8
99,1526,945,66,220,1599,3,208,22,8
99,1525,945,66,219,1609,3,203,19,8
99,1526,945,66,220,1609,3,210,22,8
99,1528,945,66,220,1612,3,227,21,8
80,1444,945,65,107,1612,3,222,22,8
68,1486,945,64,162,1585,3,126,21,8
84,1538,945,65,210,1536,3,117,21,8
91,1554,945,66,218,1475,3,174,24,8
91,1552,945,66,219,1440,3,195,20,8
92,1563,945,66,219,1436,3,187,22,8
89,1557,945,66,219,1432,3,189,24,8
98,1548,945,66,220,1432,3,192,21,8
90,1548,945,66,218,1432,3,193,22,8
96,1556,945,66,219,1434,3,187,22,8
99,1547,945,67,220,1424,3,190,21,8
99,1542,945,66,219,1424,3,200,20,8
96,1545,945,67,219,1426,3,204,23,8
98,1547,945,67,219,1424,3,196,22,8
71,1559,945,67,201,1428,3,146,20,8
81,1552,945,66,212,1401,3,123,20,8
77,1556,945,66,213,1345,3,127,22,8
77,1568,945,67,214,1290,3,127,24,8
77,1567,945,67,211,1247,3,129,20,8
78,1567,945,67,211,1236,3,128,21,8
84,1567,945,67,214,1233,3,129,21,8
79,1550,945,67,212,1208,3,126,22,8
66,1557,945,67,206,1190,3,127,21,8
78,1569,945,69,217,1159,3,129,21,8
79,1573,945,68,213,1184,3,129,20,8
67,1535,800,68,195,1230,3,127,20,8
75,1568,945,68,212,1272,3,130,20,8
72,1555,945,69,204,1306,3,125,23,8
77,1568,945,69,218,1343,3,128,20,8
74,1567,945,69,215,1373,3,129,20,8
78,1566,945,69,212,1420,3,129,21,8
91,1292,945,65,63,1462,3,106,21,8.6
