GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
99,1523,945,60,219,1834,2.8,177,25,7.5
99,1525,945,61,220,1834,2.8,165,25,7.5
82,1564,945,61,220,1834,2.8,163,26,7.5
98,1561,945,61,219,1837,2.8,161,28,7.5
99,1525,945,61,220,1834,2.8,175,24,7.5
99,1518,945,61,219,1834,2.8,193,25,7.5
99,1516,945,62,220,1837,2.8,204,21,7.5
99,1524,945,61,219,1837,2.8,186,22,7.5
99,1523,945,61,220,1837,2.8,184,23,7.5
99,1518,945,61,220,1837,2.8,193,26,7.5
99,1519,945,61,219,1837,2.8,176,26,7.5
80,1577,945,61,208,1840,2.8,135,25,7.5
64,1586,945,61,189,1818,2.8,126,23,7.5
66,1552,945,60,180,1786,2.8,119,27,7.5
77,1452,945,59,122,1741,2.8,120,26,7.5
73,1519,945,59,146,1688,2.8,122,24,7.5
63,1571,800,60,198,1624,2.8,129,27,7.5
80,1582,945,61,208,1573,2.8,136,24,7.5
75,1581,945,61,215,1563,2.8,135,23,7.5
75,1586,945,61,201,1617,2.8,132,24,7.5
78,1581,945,61,203,1663,2.8,125,25,7.5
99,1529,945,62,220,1671,2.8,148,25,7.5
92,1531,945,62,219,1679,2.8,172,23,7.5
71,1581,945,61,194,1704,2.8,133,26,7.5
76,1574,945,62,199,1704,2.8,132,24,7.5
95,1553,945,62,220,1704,2.8,147,25,7.5
79,1581,945,62,214,1702,2.8,140,25,7.5
79,1580,945,62,211,1704,2.8,145,24,7.5
72,1565,945,62,211,1707,2.8,151,26,7.5
99,1519,945,63,219,1704,2.8,178,26,7.5
87,1544,945,63,211,1727,2.8,179,26,7.5
99,1523,945,63,221,1736,2.8,189,25,7.5
33,1565,945,62,177,1739,2.8,134,24,7.5
74,1586,945,62,201,1727,2.8,137,23,7.5
100,1527,945,62,220,1696,2.8,150,21,7.5
99,1528,945,62,220,1674,2.8,147,21,7.5
99,1530,945,63,220,1671,2.8,169,22,7.5
99,1515,945,63,220,1671,2.8,189,21,7.5
100,1521,945,63,219,1669,2.8,159,20,7.5
99,1532,945,63,220,1693,2.8,178,23,7.5
99,1530,945,64,220,1702,2.8,179,24,7.5
99,1528,945,64,219,1702,2.8,180,21,7.5
99,1512,945,64,220,1724,2.8,176,21,7.5
99,1521,945,64,220,1736,2.8,165,21,7.5
99,1511,945,64,221,1739,2.8,167,23,7.5
99,1511,945,63,219,1713,2.8,168,19,7.5
99,1519,945,64,220,1707,2.8,165,21,7.5
100,1510,945,63,219,1707,2.8,168,20,7.5
99,1510,945,64,219,1704,2.8,168,18,7.5
99,1510,945,64,218,1707,2.8,168,19,7.5
98,1519,945,64,220,1704,2.8,167,19,7.5
99,1513,945,64,220,1704,2.8,167,20,7.5
99,1512,945,64,219,1677,2.8,169,19,7.5
99,1517,945,65,220,1658,2.8,166,20,7.5
99,1518,945,64,220,1642,2.8,164,23,7.5
99,1514,945,64,218,1637,2.8,165,25,7.5
99,1516,945,64,221,1637,2.8,164,21,7.5
99,1515,945,65,220,1635,2.8,164,21,7.5
99,1511,945,65,219,1637,2.8,167,22,7.5
100,1510,945,65,219,1637,2.8,169,18,7.5
99,1506,945,65,220,1637,2.8,169,20,7.5
99,1508,945,65,221,1635,2.8,167,20,7.5
99,1510,945,65,219,1637,2.8,167,20,7.5
99,1506,945,65,218,1637,2.8,167,22,7.5
99,1510,945,65,220,1640,2.8,166,22,7.6
99,1510,945,66,220,1640,2.8,167,21,7.6
100,1509,945,65,220,1637,2.8,168,20,7.6
99,1514,945,65,221,1637,2.8,166,19,7.6
99,1515,945,66,221,1637,2.8,162,20,7.6
99,1518,945,66,220,1637,2.8,166,20,7.6
99,1519,945,66,220,1637,2.8,166,20,7.6
99,1510,945,65,221,1637,2.8,166,20,7.6
99,1505,945,66,221,1640,2.8,166,18,7.6
99,1506,945,66,218,1637,2.8,167,20,7.6
99,1506,945,66,220,1625,2.8,167,21,7.5
99,1510,945,66,220,1604,2.8,167,18,7.5
99,1509,945,66,219,1578,2.8,165,19,7.5
100,1507,945,66,219,1545,2.8,171,19,7.5
99,1508,945,66,219,1533,2.8,169,23,7.6
99,1514,945,66,219,1533,2.8,168,19,7.6
99,1515,945,66,219,1531,2.8,165,19,7.6
99,1512,945,67,220,1531,2.8,164,19,7.6
98,1513,945,66,221,1531,2.8,163,20,7.6
99,1514,945,66,219,1531,2.8,165,20,7.6
99,1511,945,67,218,1531,2.8,166,20,7.6
99,1506,945,66,221,1533,2.8,168,19,7.6
99,1505,945,67,218,1531,2.8,169,22,7.6
99,1506,945,67,219,1536,2.8,169,21,7.6
99,1508,945,67,218,1504,2.8,169,21,7.6
100,1509,945,67,220,1496,2.8,170,19,7.6
100,1508,945,68,219,1498,2.8,170,19,7.6
99,1512,945,68,220,1496,2.8,168,20,7.6
99,1507,945,68,219,1498,2.8,166,19,7.6
99,1512,945,68,219,1498,2.8,165,21,7.6
99,1506,945,67,220,1500,2.8,169,20,7.6
99,1512,945,68,220,1498,2.8,165,20,7.6
100,1502,945,68,218,1496,2.8,166,20,7.6
99,1503,945,67,221,1477,2.8,167,19,7.6
99,1509,945,68,220,1446,2.8,165,21,7.6
99,1510,945,68,218,1426,2.8,163,20,7.6
99,1512,945,69,219,1424,2.8,165,21,7.6
99,1516,945,69,220,1424,2.8,165,22,7.6
100,1508,945,69,219,1444,2.8,163,21,7.6
99,1511,945,69,220,1458,2.8,164,21,7.6
99,1507,945,69,218,1489,2.8,164,22,7.6
99,1511,945,69,220,1502,2.8,165,21,7.6
99,1502,945,69,218,1529,2.8,166,20,7.6
99,1503,945,69,220,1531,2.8,167,20,7.6
99,1503,945,69,221,1533,2.8,168,19,7.6
99,1502,945,70,219,1533,2.8,168,19,7.6
99,1503,945,70,221,1533,2.8,168,21,7.6
99,1504,945,69,222,1533,2.8,170,20,7.6
99,1503,945,69,220,1533,2.8,171,19,7.6
99,1505,945,69,221,1533,2.8,168,19,7.6
99,1509,945,70,218,1533,2.8,164,19,7.6
100,1505,945,70,221,1533,2.8,168,21,7.6
99,1501,945,69,219,1513,2.8,169,20,7.6
99,1509,945,69,219,1502,2.8,164,22,7.6
99,1502,945,69,219,1468,2.8,165,19,7.6
100,1501,945,70,219,1442,2.8,167,21,7.6
99,1501,945,70,220,1428,2.8,168,21,7.6
99,1502,945,70,220,1405,2.8,168,17,7.6
99,1505,945,70,219,1390,2.8,166,20,7.6
99,1504,945,70,220,1388,2.8,165,20,7.6
100,1502,945,70,221,1422,2.8,169,19,7.6
99,1501,945,71,221,1438,2.8,169,19,7.6
99,1509,945,71,219,1460,2.8,167,19,7.6
99,1507,945,71,220,1462,2.8,165,19,7.6
99,1499,945,70,219,1466,2.8,167,20,7.6
99,1501,945,71,220,1462,2.8,167,20,7.6
99,1499,945,71,219,1444,2.8,167,21,7.6
99,1499,945,71,219,1430,2.8,167,19,7.6
99,1505,945,71,221,1426,2.8,167,21,7.6
99,1506,945,71,221,1428,2.8,161,20,7.6
100,1506,945,71,220,1401,2.8,160,20,7.6
99,1506,945,72,219,1392,2.8,164,20,7.6
100,1506,945,71,220,1390,2.8,161,18,7.6
99,1506,945,71,220,1397,2.8,159,19,7.6
99,1508,945,72,220,1422,2.8,159,22,7.6
99,1508,945,72,221,1426,2.8,164,19,7.6
99,1506,945,72,221,1426,2.8,164,20,7.6
99,1504,945,72,220,1426,2.8,164,19,7.6
100,1501,945,72,220,1426,2.8,168,19,7.6
99,1500,945,72,221,1428,2.8,170,19,7.6
99,1501,945,73,221,1426,2.8,169,21,7.6
99,1501,945,72,220,1426,2.8,169,20,7.6
100,1497,945,73,219,1426,2.8,170,23,7.6
100,1498,945,72,218,1426,2.8,168,20,7.6
99,1501,945,72,219,1426,2.8,168,20,7.6
99,1498,945,73,219,1426,2.8,167,19,7.6
99,1498,945,73,220,1426,2.8,170,22,7.6
99,1500,945,72,220,1428,2.8,169,20,7.6
99,1497,945,72,219,1426,2.8,169,19,7.6
99,1501,945,73,219,1424,2.8,170,20,7.6
98,1498,945,73,220,1428,2.8,170,20,7.6
99,1501,945,74,220,1426,2.8,170,21,7.6
99,1499,945,73,220,1428,2.8,169,21,7.6
99,1501,945,73,220,1428,2.8,171,19,7.6
100,1501,945,73,220,1426,2.8,173,19,7.6
100,1501,945,73,219,1426,2.8,173,19,7.6
99,1506,945,73,220,1428,2.8,168,20,7.6
99,1500,945,73,219,1426,2.8,168,20,7.6
99,1501,945,73,219,1428,2.8,171,21,7.6
100,1500,945,74,219,1428,2.8,173,19,7.6
99,1501,945,73,219,1428,2.8,172,18,7.6
99,1500,945,73,221,1430,2.8,169,21,7.6
100,1499,945,74,220,1428,2.8,169,20,7.6
99,1507,945,74,219,1426,2.8,168,20,7.6
99,1503,945,73,220,1428,2.8,165,20,7.6
99,1502,945,74,221,1426,2.8,166,19,7.6
99,1504,945,74,218,1428,2.8,165,20,7.6
99,1508,945,74,219,1424,2.8,166,21,7.6
99,1502,945,74,219,1428,2.8,166,19,7.6
100,1504,945,73,218,1428,2.8,164,19,7.6
99,1503,945,74,220,1426,2.8,162,21,7.6
99,1496,945,74,220,1428,2.8,167,20,7.7
99,1506,945,73,219,1428,2.8,166,19,7.7
99,1510,945,74,219,1428,2.8,166,19,7.7
99,1504,945,74,219,1430,2.8,166,19,7.7
100,1501,945,74,219,1428,2.8,165,19,7.7
100,1502,945,74,219,1428,2.8,164,21,7.7
99,1505,945,74,219,1428,2.8,165,21,7.7
99,1502,945,74,218,1430,2.8,164,21,7.7
99,1503,945,74,219,1428,2.8,166,20,7.7
99,1504,945,74,219,1428,2.8,166,19,7.7
99,1504,945,74,220,1428,2.8,165,20,7.7
99,1509,945,75,220,1428,2.8,166,21,7.7
99,1506,945,75,218,1430,2.8,166,19,7.7
99,1498,945,74,219,1428,2.8,166,21,7.7
99,1492,945,74,219,1430,2.8,166,20,7.7
100,1497,945,75,221,1428,2.8,169,21,7.7
99,1498,945,74,220,1428,2.8,170,19,7.7
99,1498,945,75,221,1428,2.8,169,18,7.7
100,1500,945,75,220,1428,2.8,166,19,7.7
100,1504,945,74,220,1430,2.8,165,20,7.7
99,1502,945,74,219,1430,2.8,165,19,7.7
99,1501,945,74,220,1432,2.8,166,20,7.7
99,1506,945,75,219,1454,2.8,166,19,7.7
99,1506,945,75,219,1464,2.8,166,20,7.7
99,1508,945,75,219,1464,2.8,166,21,7.7
99,1505,945,75,219,1464,2.8,165,19,7.7
99,1502,945,75,221,1464,2.8,165,19,7.7
99,1502,945,74,219,1466,2.8,162,21,7.7
100,1506,945,75,220,1464,2.8,164,20,7.7
99,1495,945,75,218,1462,2.8,166,19,7.7
99,1500,945,74,218,1464,2.8,170,22,7.7
100,1498,945,75,219,1464,2.8,172,20,7.7
99,1499,945,75,219,1465,2.8,173,19,7.7
100,1499,945,75,219,1467,2.8,172,17,7.7
99,1500,945,75,219,1464,2.8,170,20,7.7
99,1491,945,75,220,1464,2.8,166,20,7.7
99,1496,945,75,220,1465,2.8,171,21,7.7
99,1498,945,75,220,1490,2.8,171,20,7.7
99,1499,945,74,221,1500,2.8,168,20,7.7
100,1495,945,74,220,1503,2.8,167,21,7.7
100,1499,945,75,220,1503,2.8,172,20,7.7
99,1503,945,74,220,1500,2.8,169,20,7.7
99,1502,945,75,221,1503,2.8,166,21,7.7
99,1497,945,74,218,1503,2.8,169,21,7.7
100,1499,945,74,220,1498,2.8,171,22,7.7
99,1498,945,74,218,1471,2.8,170,20,7.7
99,1498,945,74,219,1467,2.8,169,21,7.7
100,1495,945,74,219,1462,2.8,169,23,7.7
99,1501,945,74,219,1462,2.8,170,26,7.7
99,1496,945,74,219,1464,2.8,162,24,7.5
99,1497,945,74,219,1440,2.8,170,21,7.5
100,1500,945,75,221,1432,2.8,172,19,7.6
99,1496,945,73,220,1430,2.8,171,19,7.6
99,1496,945,74,220,1428,2.8,169,20,7.6
100,1499,945,74,219,1428,2.8,171,19,7.6
99,1497,945,74,218,1428,2.8,173,18,7.6
99,1498,945,74,221,1428,2.8,172,20,7.6
99,1499,945,74,220,1428,2.8,172,21,7.6
99,1496,945,74,219,1428,2.8,167,19,7.6
100,1498,945,74,220,1428,2.8,170,20,7.6
99,1501,945,74,219,1430,2.8,172,20,7.6
98,1497,945,75,219,1428,2.8,170,19,7.6
99,1497,945,74,221,1428,2.8,169,20,7.6
99,1499,945,74,221,1426,2.8,166,20,7.6
99,1503,945,75,220,1426,2.8,169,20,7.6
99,1494,945,75,220,1428,2.8,167,19,7.6
100,1498,945,74,220,1426,2.8,171,18,7.6
99,1497,945,75,220,1450,2.8,172,18,7.6
99,1501,945,75,221,1460,2.8,166,19,7.6
97,1498,945,74,218,1466,2.8,168,22,7.6
99,1500,945,75,220,1464,2.8,170,20,7.6
99,1499,945,75,218,1464,2.8,172,19,7.6
99,1498,945,75,219,1466,2.8,172,19,7.6
99,1498,945,74,218,1467,2.8,171,19,7.6
99,1495,945,74,219,1464,2.8,169,22,7.6
99,1493,945,74,218,1466,2.8,167,20,7.6
100,1502,945,74,220,1464,2.8,162,19,7.6
98,1498,945,74,220,1467,2.8,164,22,7.6
99,1494,945,75,219,1464,2.8,167,21,7.6
99,1496,945,74,218,1462,2.8,167,20,7.6
100,1501,945,75,220,1464,2.8,165,19,7.6
99,1497,945,74,218,1466,2.8,166,21,7.6
99,1494,945,74,220,1464,2.8,167,20,7.6
99,1503,945,74,219,1467,2.8,165,19,7.6
100,1503,945,74,220,1464,2.8,164,19,7.6
99,1498,945,75,219,1467,2.8,166,20,7.6
99,1500,945,75,219,1464,2.8,165,20,7.6
100,1502,945,74,219,1467,2.8,164,19,7.6
100,1504,945,74,219,1466,2.8,164,21,7.6
99,1505,945,74,220,1464,2.8,165,21,7.6
99,1503,945,74,218,1464,2.8,165,22,7.6
99,1503,945,74,219,1464,2.8,165,21,7.6
99,1505,945,75,219,1465,2.8,165,21,7.6
100,1504,945,74,221,1464,2.8,162,21,7.6
99,1506,945,75,219,1464,2.8,164,20,7.6
99,1499,945,74,220,1465,2.8,166,20,7.6
99,1495,945,74,219,1462,2.8,166,18,7.6
99,1502,945,75,219,1464,2.8,164,19,7.6
99,1483,945,74,220,1464,2.8,160,16,7.6
99,1499,945,75,219,1464,2.8,179,16,7.6
99,1514,945,75,220,1464,2.8,195,20,7.6
93,1518,945,74,219,1464,2.8,182,21,7.6
99,1522,945,75,219,1462,2.8,190,19,7.6
97,1517,945,74,220,1464,2.8,190,20,7.6
99,1515,945,74,219,1464,2.8,199,20,7.6
99,1510,945,74,220,1464,2.8,182,18,7.6
100,1510,945,74,219,1466,2.8,180,18,7.6
99,1510,945,75,219,1464,2.8,179,18,7.6
100,1510,945,75,220,1464,2.8,179,20,7.6
100,1509,945,74,220,1466,2.8,179,19,7.6
99,1513,945,75,219,1498,2.8,219,19,7.6
99,1511,945,74,220,1500,2.8,231,20,7.6
100,1511,945,75,219,1500,2.8,233,19,7.6
99,1511,945,75,218,1500,2.8,233,18,7.6
99,1512,945,75,221,1513,2.8,232,19,7.6
99,1522,945,75,220,1534,2.8,196,22,7.6
99,1523,945,74,219,1536,2.8,193,20,7.6
99,1525,945,75,220,1538,2.8,197,21,7.6
99,1521,945,74,219,1536,2.8,194,22,7.6
99,1508,945,75,220,1536,2.8,196,22,7.6
99,1513,945,75,219,1540,2.8,222,21,7.6
99,1514,945,75,219,1538,2.8,227,19,7.6
99,1514,945,74,221,1538,2.8,227,19,7.6
98,1514,945,73,221,1538,2.8,227,17,7.6
99,1514,945,75,219,1538,2.8,227,17,7.6
100,1510,945,74,219,1536,2.8,185,19,7.6
99,1510,945,74,220,1538,2.8,169,20,7.6
99,1513,945,74,220,1536,2.8,170,19,7.6
99,1514,945,74,220,1538,2.8,172,19,7.6
99,1514,945,74,219,1538,2.8,175,23,7.6
99,1515,945,75,220,1536,2.8,214,25,7.6
99,1514,945,74,220,1536,2.8,225,26,7.6
95,1498,945,74,188,1536,2.8,225,25,7.6
99,1514,945,75,219,1536,2.8,224,25,7.6
99,1515,945,74,220,1536,2.8,217,25,7.6
95,1505,945,73,216,1511,2.8,199,27,7.6
94,1507,945,74,218,1503,2.8,197,28,7.6
99,1507,945,74,218,1502,2.8,198,24,7.6
99,1502,945,74,218,1503,2.8,199,21,7.6
94,1527,945,74,218,1479,2.8,190,24,7.6
99,1514,945,74,221,1467,2.8,178,19,7.6
99,1512,945,74,219,1464,2.8,176,19,7.6
99,1511,945,74,220,1467,2.8,172,20,7.6
99,1513,945,74,221,1464,2.8,170,19,7.6
99,1512,945,74,219,1467,2.8,172,21,7.6
99,1507,945,74,220,1464,2.8,194,20,7.6
99,1512,945,74,220,1462,2.8,199,21,7.6
99,1510,945,74,220,1465,2.8,199,19,7.6
95,1529,945,75,219,1464,2.8,196,22,7.6
99,1525,945,74,219,1467,2.8,194,25,7.6
100,1511,945,75,218,1465,2.8,181,21,7.6
100,1511,945,74,219,1467,2.8,179,19,7.6
100,1511,945,74,219,1467,2.8,179,19,7.6
99,1511,945,74,219,1465,2.8,180,18,7.6
99,1511,945,75,220,1462,2.8,180,19,7.6
99,1512,945,75,221,1462,2.8,224,21,7.6
99,1513,945,75,219,1462,2.8,228,20,7.6
98,1514,945,75,219,1462,2.8,227,21,7.6
99,1514,945,75,220,1464,2.8,227,19,7.6
98,1513,945,75,219,1462,2.8,227,19,7.6
99,1511,945,75,221,1490,2.8,182,22,7.6
99,1513,945,74,221,1498,2.8,172,17,7.6
98,1511,945,74,221,1500,2.8,175,18,7.6
100,1510,945,75,220,1500,2.8,178,19,7.6
99,1511,945,75,220,1500,2.8,179,19,7.6
99,1513,945,75,220,1500,2.8,219,20,7.6
99,1512,945,74,220,1500,2.8,230,20,7.6
99,1513,945,74,219,1500,2.8,227,19,7.6
99,1513,945,75,219,1498,2.8,227,19,7.6
99,1514,945,75,220,1500,2.8,226,19,7.6
100,1509,945,74,219,1529,2.8,179,19,7.6
99,1513,945,74,219,1536,2.8,169,19,7.6
100,1512,945,74,219,1536,2.8,165,21,7.6
99,1511,945,74,219,1538,2.8,163,20,7.6
99,1513,945,75,221,1511,2.8,163,20,7.6
99,1515,945,74,220,1505,2.8,202,19,7.6
100,1516,945,75,219,1503,2.8,218,22,7.6
99,1516,945,75,219,1503,2.8,216,21,7.6
100,1515,945,75,219,1531,2.8,221,21,7.6
99,1514,945,74,219,1536,2.8,223,21,7.6
99,1509,945,74,220,1538,2.8,186,21,7.6
100,1512,945,75,220,1538,2.8,168,21,7.6
99,1512,945,74,219,1516,2.8,171,21,7.6
100,1512,945,74,221,1503,2.8,172,21,7.6
99,1512,945,74,220,1500,2.8,166,22,7.6
98,1525,945,74,220,1501,2.8,186,22,7.6
90,1531,945,74,219,1503,2.8,189,20,7.6
97,1529,945,74,218,1500,2.8,180,21,7.7
99,1527,945,74,219,1501,2.8,195,23,7.7
99,1530,945,75,219,1500,2.8,196,24,7.7
99,1514,945,75,219,1503,2.8,180,19,7.7
100,1512,945,75,221,1503,2.8,178,21,7.7
100,1511,945,74,219,1501,2.8,179,20,7.7
100,1511,945,74,220,1501,2.8,179,20,7.7
100,1511,945,74,220,1503,2.8,180,19,7.7
91,1530,945,74,219,1500,2.8,180,21,7.7
81,1536,945,75,219,1503,2.8,175,22,7.7
92,1537,945,73,219,1525,2.8,171,22,7.7
98,1529,945,74,220,1534,2.8,182,21,7.7
94,1533,945,74,219,1534,2.8,178,20,7.7
100,1513,945,74,221,1536,2.8,215,18,7.7
100,1511,945,75,220,1536,2.8,233,19,7.7
99,1511,945,75,220,1536,2.8,234,19,7.7
99,1514,945,74,220,1538,2.8,227,19,7.7
99,1511,945,74,220,1538,2.8,225,20,7.7
99,1524,945,74,220,1568,2.8,201,22,7.7
99,1523,945,75,219,1571,2.8,196,21,7.7
98,1525,945,73,220,1552,2.8,196,20,7.7
99,1524,945,75,220,1540,2.8,192,21,7.7
97,1530,945,75,219,1536,2.8,186,21,7.7
99,1511,945,74,220,1536,2.8,176,19,7.7
99,1512,945,74,219,1534,2.8,169,19,7.7
99,1512,945,74,219,1538,2.8,166,19,7.7
99,1514,945,75,219,1536,2.8,162,20,7.7
99,1512,945,74,219,1527,2.8,158,20,7.7
100,1515,945,74,221,1505,2.8,199,20,7.7
99,1516,945,75,220,1503,2.8,215,19,7.7
99,1517,945,74,219,1498,2.8,214,20,7.7
99,1516,945,74,220,1500,2.8,222,21,7.7
99,1516,945,74,219,1500,2.8,227,20,7.7
90,1528,945,74,220,1500,2.8,201,25,7.7
74,1516,800,74,213,1498,2.8,196,22,7.7
99,1520,945,74,219,1500,2.8,198,22,7.7
97,1524,945,74,220,1500,2.8,193,22,7.7
100,1511,945,74,220,1500,2.8,199,22,7.7
100,1513,945,75,219,1498,2.8,223,20,7.7
99,1513,945,73,219,1500,2.8,231,19,7.7
99,1512,945,74,219,1498,2.8,231,18,7.7
99,1514,945,75,220,1498,2.8,229,20,7.7
99,1511,945,75,220,1503,2.8,235,17,7.7
99,1509,945,74,220,1498,2.8,199,17,7.7
