GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
71,1575,945,66,200,1765,2.5,158,25,5.6
71,1567,945,66,194,1821,2.5,158,27,5.6
70,1518,800,65,140,1863,2.5,156,25,5.6
79,1532,945,65,219,1874,2.5,162,24,5.6
100,1523,945,66,219,1874,2.5,226,24,5.6
84,1560,945,66,218,1911,2.5,221,24,5.6
69,1547,945,64,150,1940,2.5,152,25,5.6
77,1584,945,65,204,1940,2.5,160,23,5.6
90,1582,945,66,216,1940,2.5,163,28,5.6
78,1573,945,65,216,1940,2.5,160,26,5.6
86,1522,945,65,218,1940,2.5,150,25,5.6
100,1497,945,64,219,1936,2.5,148,25,5.6
73,1558,945,65,214,1940,2.5,154,24,5.6
98,1536,945,65,220,1936,2.5,155,28,5.6
94,1522,945,65,219,1936,2.5,161,25,5.6
73,1561,945,65,217,1940,2.5,158,23,5.6
68,1581,945,65,210,1936,2.5,161,25,5.6
75,1578,945,65,210,1937,2.5,152,28,5.6
76,1579,945,65,203,1940,2.5,145,26,5.6
85,1577,945,64,214,1933,2.5,141,25,5.6
73,1578,945,66,216,1908,2.5,139,27,5.6
99,1524,945,64,220,1867,2.5,146,26,5.6
93,1516,945,64,219,1847,2.5,140,24,5.6
58,1401,800,62,86,1841,2.5,151,25,5.6
79,1260,800,61,87,1844,2.5,119,23,5.6
81,1245,945,59,85,1796,2.5,120,24,5.6
78,1252,800,59,86,1733,2.5,120,24,5.6
72,1203,800,59,78,1669,2.5,119,29,5.6
68,1294,800,59,90,1610,2.5,123,23,5.6
70,1249,945,58,88,1550,2.5,120,25,5.6
68,1246,945,57,84,1481,2.5,118,22,5.6
68,1228,945,57,79,1413,2.5,120,26,5.6
74,1225,945,56,80,1345,2.5,113,23,5.6
76,1267,800,57,84,1276,2.5,113,25,5.6
74,1183,800,56,72,1206,2.5,112,24,5.6
56,1205,945,56,76,1139,2.5,113,24,5.6
73,1240,945,56,83,1069,2.5,119,25,5.6
71,1246,800,56,77,1016,2.5,117,24,5.6
68,1207,800,56,73,986,2.5,114,24,5.6
72,1211,800,56,74,986,2.5,116,25,5.6
73,1240,800,56,79,986,2.5,116,23,5.6
77,1203,800,57,77,986,2.5,117,28,5.6
64,1236,800,57,77,986,2.5,115,25,5.6
55,1155,800,57,66,986,2.5,111,24,5.6
72,1225,800,57,86,986,2.5,114,22,5.6
66,1165,800,57,72,986,2.5,113,24,5.6
73,1161,800,57,72,986,2.5,111,25,5.6
70,1196,945,58,81,986,2.5,113,25,5.6
68,1149,800,58,73,986,2.5,110,25,5.6
76,1193,800,58,78,986,2.5,113,23,5.6
72,1221,800,59,82,986,2.5,115,23,5.6
70,1255,800,60,87,986,2.5,118,23,5.6
63,1252,800,60,89,986,2.5,119,25,5.6
72,1279,945,60,96,986,2.5,120,25,5.6
78,1217,800,60,77,986,2.5,117,24,5.6
76,1216,800,60,73,986,2.5,117,23,5.6
66,1174,800,60,73,986,2.5,113,23,5.6
75,1224,800,61,79,986,2.5,115,25,5.6
72,1174,800,61,70,986,2.5,113,26,5.6
60,1210,800,61,77,986,2.5,116,23,5.6
71,1143,800,62,68,986,2.5,116,24,5.6
63,1294,945,63,99,986,2.5,120,25,5.6
74,1308,945,63,100,986,2.5,127,25,5.6
77,1541,945,66,197,986,2.5,146,24,5.6
68,1593,945,67,203,1106,2.5,157,26,5.6
77,1577,945,67,208,1230,2.5,164,26,5.6
72,1566,945,67,192,1397,2.5,151,25,5.6
63,1520,945,67,182,1565,2.5,155,24,5.6
67,1505,945,66,147,1721,2.5,146,25,5.6
74,1474,945,65,122,1796,2.5,145,25,5.6
62,1505,945,65,149,1808,2.5,154,26,5.6
75,1535,945,65,155,1808,2.5,158,26,5.6
79,1466,945,64,186,1805,2.5,155,26,5.6
99,1524,945,66,220,1805,2.5,216,24,5.6
94,1537,945,65,219,1830,2.5,233,23,5.6
70,1592,945,65,197,1870,2.5,158,24,5.6
76,1576,945,65,202,1873,2.5,151,24,5.6
77,1585,945,66,217,1890,2.5,164,23,5.6
88,1572,945,65,217,1904,2.5,166,27,5.6
76,1559,945,66,215,1904,2.5,174,25,5.6
95,1550,945,66,219,1908,2.5,176,23,5.6
83,1566,945,65,217,1908,2.5,179,24,5.6
87,1561,945,65,218,1904,2.5,174,23,5.6
92,1556,945,65,219,1908,2.5,170,26,5.6
99,1527,945,65,219,1904,2.5,186,25,5.6
90,1525,945,65,218,1905,2.5,183,23,5.6
79,1522,945,65,217,1908,2.5,208,23,5.6
97,1554,945,65,219,1904,2.5,175,27,5.6
78,1549,945,66,217,1908,2.5,186,27,5.6
89,1544,945,65,219,1904,2.5,182,25,5.6
99,1521,945,64,219,1905,2.5,196,25,5.6
81,1545,945,64,218,1904,2.5,199,25,5.6
98,1555,945,65,218,1904,2.5,179,26,5.6
99,1520,945,65,219,1904,2.5,205,26,5.6
99,1518,945,66,220,1904,2.5,214,26,5.6
99,1524,945,65,219,1904,2.5,219,23,5.6
99,1521,945,65,218,1904,2.5,204,24,5.6
97,1530,945,65,218,1908,2.5,200,25,5.6
82,1566,945,66,219,1905,2.5,176,24,5.6
65,1494,945,62,123,1887,2.5,153,24,5.6
87,1556,945,64,220,1854,2.5,162,23,5.6
97,1545,945,65,219,1790,2.5,198,25,5.6
89,1550,945,64,218,1747,2.5,191,25,5.6
83,1549,800,64,215,1741,2.5,196,27,5.6
73,1576,945,63,208,1736,2.5,155,24,5.6
89,1566,945,64,219,1713,2.5,169,26,5.6
68,1541,945,63,147,1680,2.5,162,23,5.6
81,1434,945,63,136,1635,2.5,138,25,5.6
76,1222,945,60,83,1580,2.5,124,22,5.6
74,1374,945,61,143,1515,2.5,135,27,5.6
77,1540,945,62,156,1448,2.5,150,25,5.6
70,1581,945,64,201,1397,2.5,163,24,5.6
73,1580,945,64,200,1444,2.5,159,24,5.6
67,1555,945,63,191,1513,2.5,152,28,5.6
58,1519,945,63,170,1561,2.5,149,25,5.6
78,1543,945,63,198,1542,2.5,154,24,5.6
70,1544,945,63,151,1494,2.5,160,25,5.6
85,1546,945,64,216,1442,2.5,169,24,5.6
93,1538,945,64,220,1426,2.5,209,25,5.6
78,1555,945,65,215,1446,2.5,210,28,5.6
72,1511,945,63,138,1515,2.5,161,26,5.6
74,1461,945,62,136,1524,2.5,136,25,5.6
73,1586,945,64,194,1475,2.5,148,24,5.6
85,1580,945,64,217,1430,2.5,161,25,5.6
81,1561,945,65,218,1424,2.5,173,24,5.6
92,1560,945,64,220,1477,2.5,172,24,5.6
76,1569,945,65,217,1522,2.5,177,24,5.6
79,1563,945,65,215,1563,2.5,171,24,5.6
89,1557,945,65,218,1599,2.5,171,24,5.6
99,1532,945,65,220,1630,2.5,180,27,5.6
99,1517,945,65,220,1637,2.5,194,23,5.6
90,1534,945,67,220,1637,2.5,212,25,5.6
83,1537,945,65,218,1663,2.5,175,26,5.6
97,1527,945,65,220,1672,2.5,176,24,5.6
92,1544,945,66,217,1702,2.5,165,25,5.6
99,1528,945,67,220,1710,2.5,155,26,5.6
99,1527,945,66,220,1704,2.5,186,28,5.6
83,1541,945,66,219,1707,2.5,197,26,5.6
75,1580,945,66,208,1710,2.5,168,29,5.6
98,1550,945,66,220,1680,2.5,171,24,5.6
99,1520,945,66,219,1672,2.5,206,25,5.6
99,1517,945,66,219,1674,2.5,212,23,5.6
99,1520,945,66,220,1674,2.5,215,24,5.6
99,1518,945,66,219,1677,2.5,202,25,5.6
97,1530,945,66,219,1674,2.5,201,23,5.6
79,1563,945,66,214,1674,2.5,176,25,5.6
78,1443,945,65,108,1645,2.5,150,24,5.6
88,1560,945,64,218,1604,2.5,156,29,5.6
99,1536,945,66,218,1545,2.5,201,25,5.6
89,1543,945,66,218,1505,2.5,192,26,5.6
96,1534,945,66,221,1498,2.5,190,24,5.6
76,1541,945,65,149,1527,2.5,160,26,5.6
82,1569,945,67,219,1509,2.5,156,22,5.6
99,1505,945,67,220,1473,2.5,171,21,5.6
100,1502,945,67,220,1464,2.5,214,18,5.6
67,1547,945,67,192,1470,2.5,220,21,5.6
78,1552,945,67,213,1494,2.5,213,24,5.6
76,1584,945,66,216,1498,2.5,203,22,5.6
71,1577,945,67,189,1498,2.5,198,21,5.6
72,1571,945,66,196,1475,2.5,184,21,5.6
94,1526,945,67,220,1413,2.5,196,21,5.6
100,1503,945,66,218,1361,2.5,255,18,5.6
99,1499,945,67,219,1397,2.5,253,19,5.6
99,1504,945,68,218,1448,2.5,255,19,5.6
99,1501,945,68,219,1502,2.5,255,19,5.6
99,1524,945,69,220,1545,2.5,253,19,5.6
99,1536,945,69,219,1612,2.5,248,21,5.6
99,1528,945,69,219,1727,2.5,247,23,5.6
98,1529,945,69,221,1840,2.5,247,23,5.6
97,1529,945,70,218,1897,2.5,248,21,5.6
99,1519,945,69,219,1904,2.5,243,21,5.6
99,1511,945,69,221,1908,2.5,223,21,5.6
99,1510,945,68,220,1904,2.5,223,20,5.6
100,1511,945,68,221,1908,2.5,223,18,5.6
100,1510,945,68,220,1877,2.5,223,19,5.6
97,1524,945,68,219,1847,2.5,229,18,5.6
99,1535,945,69,219,1840,2.5,248,22,5.6
99,1537,945,69,219,1840,2.5,246,24,5.6
99,1534,945,68,221,1840,2.5,246,26,5.6
99,1533,945,69,219,1824,2.5,247,27,5.7
97,1545,945,68,218,1808,2.5,235,26,5.7
98,1543,945,68,219,1802,2.5,191,27,5.7
88,1549,945,68,219,1765,2.5,183,28,5.7
90,1542,945,67,216,1707,2.5,179,28,5.7
83,1552,945,67,216,1648,2.5,169,31,5.7
77,1564,945,67,212,1590,2.5,169,28,5.7
84,1562,945,68,214,1522,2.5,165,29,5.7
79,1557,945,67,215,1454,2.5,169,28,5.7
72,1556,945,68,214,1392,2.5,171,25,5.7
82,1556,945,68,214,1345,2.5,174,23,5.7
78,1566,945,68,206,1319,2.5,176,22,5.7
70,1576,945,69,190,1313,2.5,186,23,5.7
74,1570,945,68,193,1273,2.5,182,23,5.7
76,1578,945,69,196,1216,2.5,185,22,5.7
60,1580,800,67,190,1170,2.5,187,21,5.7
99,1556,945,70,219,1159,2.5,198,21,5.7
99,1532,945,70,220,1207,2.5,240,22,5.7
99,1530,945,71,220,1405,2.5,240,20,5.7
96,1532,945,71,219,1629,2.5,234,21,5.7
98,1539,945,71,220,1831,2.5,221,23,5.7
64,1502,945,68,136,1966,2.5,214,21,5.7
74,1472,945,67,124,1981,2.5,174,23,5.7
71,1510,945,66,146,1973,2.5,176,25,5.7
77,1413,945,65,107,1929,2.5,171,23,5.7
62,1489,945,65,142,1870,2.5,173,21,5.7
99,1524,945,66,220,1827,2.5,187,20,5.7
100,1513,945,67,219,1783,2.5,224,18,5.7
100,1512,945,67,219,1790,2.5,224,18,5.7
99,1512,945,67,219,1844,2.5,223,17,5.7
99,1513,945,67,220,1870,2.5,223,19,5.7
93,1526,945,67,218,1874,2.5,227,20,5.7
98,1534,945,67,219,1877,2.5,243,23,5.7
99,1534,945,68,220,1904,2.5,248,21,5.7
99,1539,945,67,220,1904,2.5,247,22,5.7
96,1536,945,67,218,1908,2.5,247,23,5.7
99,1517,945,67,221,1936,2.5,249,21,5.7
99,1505,945,67,218,1933,2.5,254,23,5.7
100,1502,945,66,218,1911,2.5,255,18,5.7
99,1502,945,67,219,1867,2.5,253,19,5.7
99,1507,945,67,220,1818,2.5,254,19,5.7
98,1520,945,66,219,1759,2.5,241,21,5.7
98,1527,945,67,220,1696,2.5,199,22,5.7
99,1529,945,67,220,1637,2.5,202,22,5.7
95,1528,945,67,219,1582,2.5,199,23,5.7
98,1539,945,67,219,1522,2.5,194,23,5.7
87,1548,945,67,220,1487,2.5,188,23,5.7
87,1562,945,68,221,1466,2.5,173,22,5.7
86,1558,945,68,219,1454,2.5,174,23,5.7
91,1551,945,68,219,1430,2.5,177,22,5.7
88,1545,945,69,218,1450,2.5,187,23,5.7
99,1527,945,68,219,1468,2.5,193,23,5.7
99,1513,945,69,218,1502,2.5,216,20,5.7
